family,status,readback,setpoint,device1,device2,element,pos
QUAD_,1,SR12A-PC-Q2AD-07:I,SR12A-PC-Q2AD-07:SETI,12,7,121,2.695843e+02
QUAD_,1,SR12A-PC-Q3D-08:I,SR12A-PC-Q3D-08:SETI,12,8,122,2.726750e+02
QUAD_,1,SR12A-PC-Q2D-09:I,SR12A-PC-Q2D-09:SETI,12,9,123,2.734403e+02
QUAD_,1,SR12A-PC-Q1D-10:I,SR12A-PC-Q1D-10:SETI,12,10,124,2.747253e+02
QUAD_,1,SR12A-PC-QUADF-01:I,SR12A-PC-QUADF-01:SETI,1.350000e+01,1,125,2.754200e+02
QUAD_,1,SR13S-PC-QUADD-02:I,SR13S-PC-QUADD-02:SETI,1.350000e+01,2,126,2.805996e+02
QUAD_,1,SR13S-PC-QUADF-03:I,SR13S-PC-QUADF-03:SETI,1.350000e+01,3,127,2.813998e+02
QUAD_,1,SR13A-PC-QUADF-04:I,SR13A-PC-QUADF-04:SETI,1.350000e+01,4,128,2.859715e+02
QUAD_,1,SR13A-PC-Q1D-01:I,SR13A-PC-Q1D-01:SETI,13,1,129,2.864683e+02
QUAD_,1,SR13A-PC-Q2D-02:I,SR13A-PC-Q2D-02:SETI,13,2,130,2.875533e+02
QUAD_,1,SR13A-PC-Q3D-03:I,SR13A-PC-Q3D-03:SETI,13,3,131,2.886180e+02
QUAD_,1,SR13A-PC-Q2AD-04:I,SR13A-PC-Q2AD-04:SETI,13,4,132,2.916093e+02
QUAD_,1,SR13A-PC-Q1AD-05:I,SR13A-PC-Q1AD-05:SETI,13,5,133,2.928327e+02
QUAD_,1,SR13A-PC-Q1AB-06:I,SR13A-PC-Q1AB-06:SETI,13,6,134,2.940097e+02
QUAD_,1,SR13A-PC-Q2AB-07:I,SR13A-PC-Q2AB-07:SETI,13,7,135,2.952343e+02
QUAD_,1,SR13A-PC-Q3B-08:I,SR13A-PC-Q3B-08:SETI,13,8,136,2.983250e+02
QUAD_,1,SR13A-PC-Q2B-09:I,SR13A-PC-Q2B-09:SETI,13,9,137,2.990903e+02
QUAD_,1,SR13A-PC-Q1B-10:I,SR13A-PC-Q1B-10:SETI,13,10,138,3.003753e+02
QUAD_,1,SR14A-PC-Q1B-01:I,SR14A-PC-Q1B-01:SETI,14,1,139,3.091183e+02
QUAD_,1,SR14A-PC-Q2B-02:I,SR14A-PC-Q2B-02:SETI,14,2,140,3.102033e+02
QUAD_,1,SR14A-PC-Q3B-03:I,SR14A-PC-Q3B-03:SETI,14,3,141,3.112680e+02
QUAD_,1,SR14A-PC-Q2AB-04:I,SR14A-PC-Q2AB-04:SETI,14,4,142,3.142593e+02
QUAD_,1,SR14A-PC-Q1AB-05:I,SR14A-PC-Q1AB-05:SETI,14,5,143,3.154827e+02
QUAD_,1,SR14A-PC-Q1AB-06:I,SR14A-PC-Q1AB-06:SETI,14,6,144,3.166597e+02
QUAD_,1,SR14A-PC-Q2AB-07:I,SR14A-PC-Q2AB-07:SETI,14,7,145,3.178843e+02
QUAD_,1,SR14A-PC-Q3B-08:I,SR14A-PC-Q3B-08:SETI,14,8,146,3.209750e+02
QUAD_,1,SR14A-PC-Q2B-09:I,SR14A-PC-Q2B-09:SETI,14,9,147,3.217403e+02
QUAD_,1,SR14A-PC-Q1B-10:I,SR14A-PC-Q1B-10:SETI,14,10,148,3.230253e+02
QUAD_,1,SR15A-PC-Q1B-01:I,SR15A-PC-Q1B-01:SETI,15,1,149,3.317683e+02
QUAD_,1,SR15A-PC-Q2B-02:I,SR15A-PC-Q2B-02:SETI,15,2,150,3.328533e+02
QUAD_,1,SR15A-PC-Q3B-03:I,SR15A-PC-Q3B-03:SETI,15,3,151,3.339180e+02
QUAD_,1,SR15A-PC-Q2AB-04:I,SR15A-PC-Q2AB-04:SETI,15,4,152,3.369093e+02
QUAD_,1,SR15A-PC-Q1AB-05:I,SR15A-PC-Q1AB-05:SETI,15,5,153,3.381327e+02
QUAD_,1,SR15A-PC-Q1AB-06:I,SR15A-PC-Q1AB-06:SETI,15,6,154,3.393097e+02
QUAD_,1,SR15A-PC-Q2AB-07:I,SR15A-PC-Q2AB-07:SETI,15,7,155,3.405343e+02
QUAD_,1,SR15A-PC-Q3B-08:I,SR15A-PC-Q3B-08:SETI,15,8,156,3.436250e+02
QUAD_,1,SR15A-PC-Q2B-09:I,SR15A-PC-Q2B-09:SETI,15,9,157,3.443903e+02
QUAD_,1,SR15A-PC-Q1B-10:I,SR15A-PC-Q1B-10:SETI,15,10,158,3.456753e+02
QUAD_,1,SR16A-PC-Q1B-01:I,SR16A-PC-Q1B-01:SETI,16,1,159,3.544183e+02
QUAD_,1,SR16A-PC-Q2B-02:I,SR16A-PC-Q2B-02:SETI,16,2,160,3.555033e+02
QUAD_,1,SR16A-PC-Q3B-03:I,SR16A-PC-Q3B-03:SETI,16,3,161,3.565680e+02
QUAD_,1,SR16A-PC-Q2AB-04:I,SR16A-PC-Q2AB-04:SETI,16,4,162,3.595593e+02
QUAD_,1,SR16A-PC-Q1AB-05:I,SR16A-PC-Q1AB-05:SETI,16,5,163,3.607827e+02
QUAD_,1,SR16A-PC-Q1AD-06:I,SR16A-PC-Q1AD-06:SETI,16,6,164,3.619597e+02
QUAD_,1,SR16A-PC-Q2AD-07:I,SR16A-PC-Q2AD-07:SETI,16,7,165,3.631843e+02
QUAD_,1,SR16A-PC-Q3D-08:I,SR16A-PC-Q3D-08:SETI,16,8,166,3.662750e+02
QUAD_,1,SR16A-PC-Q2D-09:I,SR16A-PC-Q2D-09:SETI,16,9,167,3.670403e+02
QUAD_,1,SR16A-PC-Q1D-10:I,SR16A-PC-Q1D-10:SETI,16,10,168,3.683253e+02
QUAD_,1,SR17A-PC-Q1D-01:I,SR17A-PC-Q1D-01:SETI,17,1,169,3.800683e+02
QUAD_,1,SR17A-PC-Q2D-02:I,SR17A-PC-Q2D-02:SETI,17,2,170,3.811533e+02
QUAD_,1,SR17A-PC-Q3D-03:I,SR17A-PC-Q3D-03:SETI,17,3,171,3.822180e+02
QUAD_,1,SR17A-PC-Q2AD-04:I,SR17A-PC-Q2AD-04:SETI,17,4,172,3.852093e+02
QUAD_,1,SR17A-PC-Q1AD-05:I,SR17A-PC-Q1AD-05:SETI,17,5,173,3.864327e+02
QUAD_,1,SR17A-PC-Q1AB-06:I,SR17A-PC-Q1AB-06:SETI,17,6,174,3.876097e+02
QUAD_,1,SR17A-PC-Q2AB-07:I,SR17A-PC-Q2AB-07:SETI,17,7,175,3.888343e+02
QUAD_,1,SR17A-PC-Q3B-08:I,SR17A-PC-Q3B-08:SETI,17,8,176,3.919250e+02
QUAD_,1,SR17A-PC-Q2B-09:I,SR17A-PC-Q2B-09:SETI,17,9,177,3.926903e+02
QUAD_,1,SR17A-PC-Q1B-10:I,SR17A-PC-Q1B-10:SETI,17,10,178,3.939753e+02
QUAD_,1,SR18A-PC-Q1B-01:I,SR18A-PC-Q1B-01:SETI,18,1,179,4.027183e+02
QUAD_,1,SR18A-PC-Q2B-02:I,SR18A-PC-Q2B-02:SETI,18,2,180,4.038033e+02
QUAD_,1,SR18A-PC-Q3B-03:I,SR18A-PC-Q3B-03:SETI,18,3,181,4.048680e+02
QUAD_,1,SR18A-PC-Q2AB-04:I,SR18A-PC-Q2AB-04:SETI,18,4,182,4.078593e+02
QUAD_,1,SR18A-PC-Q1AB-05:I,SR18A-PC-Q1AB-05:SETI,18,5,183,4.090827e+02
QUAD_,1,SR18A-PC-Q1AB-06:I,SR18A-PC-Q1AB-06:SETI,18,6,184,4.102597e+02
QUAD_,1,SR18A-PC-Q2AB-07:I,SR18A-PC-Q2AB-07:SETI,18,7,185,4.114843e+02
QUAD_,1,SR18A-PC-Q3B-08:I,SR18A-PC-Q3B-08:SETI,18,8,186,4.145750e+02
QUAD_,1,SR18A-PC-Q2B-09:I,SR18A-PC-Q2B-09:SETI,18,9,187,4.153403e+02
QUAD_,1,SR18A-PC-Q1B-10:I,SR18A-PC-Q1B-10:SETI,18,10,188,4.166253e+02
QUAD_,1,SR19A-PC-Q1B-01:I,SR19A-PC-Q1B-01:SETI,19,1,189,4.253683e+02
QUAD_,1,SR19A-PC-Q2B-02:I,SR19A-PC-Q2B-02:SETI,19,2,190,4.264533e+02
QUAD_,1,SR19A-PC-Q3B-03:I,SR19A-PC-Q3B-03:SETI,19,3,191,4.275180e+02
QUAD_,1,SR19A-PC-Q2AB-04:I,SR19A-PC-Q2AB-04:SETI,19,4,192,4.305093e+02
QUAD_,1,SR19A-PC-Q1AB-05:I,SR19A-PC-Q1AB-05:SETI,19,5,193,4.317327e+02
QUAD_,1,SR19A-PC-Q1AB-06:I,SR19A-PC-Q1AB-06:SETI,19,6,194,4.329097e+02
QUAD_,1,SR19A-PC-Q2AB-07:I,SR19A-PC-Q2AB-07:SETI,19,7,195,4.341343e+02
QUAD_,1,SR19A-PC-Q3B-08:I,SR19A-PC-Q3B-08:SETI,19,8,196,4.372250e+02
QUAD_,1,SR19A-PC-Q2B-09:I,SR19A-PC-Q2B-09:SETI,19,9,197,4.379903e+02
QUAD_,1,SR19A-PC-Q1B-10:I,SR19A-PC-Q1B-10:SETI,19,10,198,4.392753e+02
QUAD_,1,SR20A-PC-Q1B-01:I,SR20A-PC-Q1B-01:SETI,20,1,199,4.480183e+02
QUAD_,1,SR20A-PC-Q2B-02:I,SR20A-PC-Q2B-02:SETI,20,2,200,4.491033e+02
QUAD_,1,SR20A-PC-Q3B-03:I,SR20A-PC-Q3B-03:SETI,20,3,201,4.501680e+02
QUAD_,1,SR20A-PC-Q2AB-04:I,SR20A-PC-Q2AB-04:SETI,20,4,202,4.531593e+02
QUAD_,1,SR20A-PC-Q1AB-05:I,SR20A-PC-Q1AB-05:SETI,20,5,203,4.543827e+02
QUAD_,1,SR20A-PC-Q1AD-06:I,SR20A-PC-Q1AD-06:SETI,20,6,204,4.555597e+02
QUAD_,1,SR20A-PC-Q2AD-07:I,SR20A-PC-Q2AD-07:SETI,20,7,205,4.567843e+02
QUAD_,1,SR20A-PC-Q3D-08:I,SR20A-PC-Q3D-08:SETI,20,8,206,4.598750e+02
QUAD_,1,SR20A-PC-Q2D-09:I,SR20A-PC-Q2D-09:SETI,20,9,207,4.606403e+02
QUAD_,1,SR20A-PC-Q1D-10:I,SR20A-PC-Q1D-10:SETI,20,10,208,4.619253e+02
QUAD_,1,SR21A-PC-Q1D-01:I,SR21A-PC-Q1D-01:SETI,21,1,209,4.736683e+02
QUAD_,1,SR21A-PC-Q2D-02:I,SR21A-PC-Q2D-02:SETI,21,2,210,4.747533e+02
QUAD_,1,SR21A-PC-Q3D-03:I,SR21A-PC-Q3D-03:SETI,21,3,211,4.758180e+02
QUAD_,1,SR21A-PC-Q2AD-04:I,SR21A-PC-Q2AD-04:SETI,21,4,212,4.788093e+02
QUAD_,1,SR21A-PC-Q1AD-05:I,SR21A-PC-Q1AD-05:SETI,21,5,213,4.800327e+02
QUAD_,1,SR21A-PC-Q1AB-06:I,SR21A-PC-Q1AB-06:SETI,21,6,214,4.812097e+02
QUAD_,1,SR21A-PC-Q2AB-07:I,SR21A-PC-Q2AB-07:SETI,21,7,215,4.824343e+02
QUAD_,1,SR21A-PC-Q3B-08:I,SR21A-PC-Q3B-08:SETI,21,8,216,4.855250e+02
QUAD_,1,SR21A-PC-Q2B-09:I,SR21A-PC-Q2B-09:SETI,21,9,217,4.862903e+02
QUAD_,1,SR21A-PC-Q1B-10:I,SR21A-PC-Q1B-10:SETI,21,10,218,4.875753e+02
QUAD_,1,SR22A-PC-Q1B-01:I,SR22A-PC-Q1B-01:SETI,22,1,219,4.963183e+02
QUAD_,1,SR22A-PC-Q2B-02:I,SR22A-PC-Q2B-02:SETI,22,2,220,4.974033e+02
QUAD_,1,SR22A-PC-Q3B-03:I,SR22A-PC-Q3B-03:SETI,22,3,221,4.984680e+02
QUAD_,1,SR22A-PC-Q2AB-04:I,SR22A-PC-Q2AB-04:SETI,22,4,222,5.014593e+02
QUAD_,1,SR22A-PC-Q1AB-05:I,SR22A-PC-Q1AB-05:SETI,22,5,223,5.026827e+02
QUAD_,1,SR22A-PC-Q1AB-06:I,SR22A-PC-Q1AB-06:SETI,22,6,224,5.038597e+02
QUAD_,1,SR22A-PC-Q2AB-07:I,SR22A-PC-Q2AB-07:SETI,22,7,225,5.050843e+02
QUAD_,1,SR22A-PC-Q3B-08:I,SR22A-PC-Q3B-08:SETI,22,8,226,5.081750e+02
QUAD_,1,SR22A-PC-Q2B-09:I,SR22A-PC-Q2B-09:SETI,22,9,227,5.089403e+02
QUAD_,1,SR22A-PC-Q1B-10:I,SR22A-PC-Q1B-10:SETI,22,10,228,5.102253e+02
QUAD_,1,SR23A-PC-Q1B-01:I,SR23A-PC-Q1B-01:SETI,23,1,229,5.189683e+02
QUAD_,1,SR23A-PC-Q2B-02:I,SR23A-PC-Q2B-02:SETI,23,2,230,5.200533e+02
QUAD_,1,SR23A-PC-Q3B-03:I,SR23A-PC-Q3B-03:SETI,23,3,231,5.211180e+02
QUAD_,1,SR23A-PC-Q2AB-04:I,SR23A-PC-Q2AB-04:SETI,23,4,232,5.241093e+02
QUAD_,1,SR23A-PC-Q1AB-05:I,SR23A-PC-Q1AB-05:SETI,23,5,233,5.253327e+02
QUAD_,1,SR23A-PC-Q1AB-06:I,SR23A-PC-Q1AB-06:SETI,23,6,234,5.265097e+02
QUAD_,1,SR23A-PC-Q2AB-07:I,SR23A-PC-Q2AB-07:SETI,23,7,235,5.277343e+02
QUAD_,1,SR23A-PC-Q3B-08:I,SR23A-PC-Q3B-08:SETI,23,8,236,5.308250e+02
QUAD_,1,SR23A-PC-Q2B-09:I,SR23A-PC-Q2B-09:SETI,23,9,237,5.315903e+02
QUAD_,1,SR23A-PC-Q1B-10:I,SR23A-PC-Q1B-10:SETI,23,10,238,5.328753e+02
QUAD_,1,SR24A-PC-Q1B-01:I,SR24A-PC-Q1B-01:SETI,24,1,239,5.416183e+02
QUAD_,1,SR24A-PC-Q2B-02:I,SR24A-PC-Q2B-02:SETI,24,2,240,5.427033e+02
QUAD_,1,SR24A-PC-Q3B-03:I,SR24A-PC-Q3B-03:SETI,24,3,241,5.437680e+02
QUAD_,1,SR24A-PC-Q2AB-04:I,SR24A-PC-Q2AB-04:SETI,24,4,242,5.467593e+02
QUAD_,1,SR24A-PC-Q1AB-05:I,SR24A-PC-Q1AB-05:SETI,24,5,243,5.479827e+02
QUAD_,1,SR24A-PC-Q1AD-06:I,SR24A-PC-Q1AD-06:SETI,24,6,244,5.491597e+02
QUAD_,1,SR24A-PC-Q2AD-07:I,SR24A-PC-Q2AD-07:SETI,24,7,245,5.503843e+02
QUAD_,1,SR24A-PC-Q3D-08:I,SR24A-PC-Q3D-08:SETI,24,8,246,5.534750e+02
QUAD_,1,SR24A-PC-Q2D-09:I,SR24A-PC-Q2D-09:SETI,24,9,247,5.542403e+02
QUAD_,1,SR24A-PC-Q1D-10:I,SR24A-PC-Q1D-10:SETI,24,10,248,5.555253e+02
SEXT_,1,SR01A-PC-S1D-01:I,SR01A-PC-S1D-01:SETI,1,1,1,6.226500e+00
SEXT_,1,SR01A-PC-S2D-02:I,SR01A-PC-S2D-02:SETI,1,2,2,8.326500e+00
SEXT_,1,SR01A-PC-S2A-03:I,SR01A-PC-S2A-03:SETI,1,3,3,1.164250e+01
SEXT_,1,SR01A-PC-S1A-04:I,SR01A-PC-S1A-04:SETI,1,4,4,1.268000e+01
SEXT_,1,SR01A-PC-S2A-05:I,SR01A-PC-S2A-05:SETI,1,5,5,1.381750e+01
SEXT_,1,SR01A-PC-S2C-06:I,SR01A-PC-S2C-06:SETI,1,6,6,1.703350e+01
SEXT_,1,SR01A-PC-S1C-07:I,SR01A-PC-S1C-07:SETI,1,7,7,1.913350e+01
SEXT_,1,SR02A-PC-S1B-01:I,SR02A-PC-S1B-01:SETI,2,1,8,2.887650e+01
SEXT_,1,SR02A-PC-S2B-02:I,SR02A-PC-S2B-02:SETI,2,2,9,3.097650e+01
SEXT_,1,SR02A-PC-S2A-03:I,SR02A-PC-S2A-03:SETI,2,3,10,3.429250e+01
SEXT_,1,SR02A-PC-S1A-04:I,SR02A-PC-S1A-04:SETI,2,4,11,3.533000e+01
SEXT_,1,SR02A-PC-S2A-05:I,SR02A-PC-S2A-05:SETI,2,5,12,3.646750e+01
SEXT_,1,SR02A-PC-S2B-06:I,SR02A-PC-S2B-06:SETI,2,6,13,3.968350e+01
SEXT_,1,SR02A-PC-S1B-07:I,SR02A-PC-S1B-07:SETI,2,7,14,4.178350e+01
SEXT_,1,SR03A-PC-S1B-01:I,SR03A-PC-S1B-01:SETI,3,1,15,5.152650e+01
SEXT_,1,SR03A-PC-S2B-02:I,SR03A-PC-S2B-02:SETI,3,2,16,5.362650e+01
SEXT_,1,SR03A-PC-S2A-03:I,SR03A-PC-S2A-03:SETI,3,3,17,5.694250e+01
SEXT_,1,SR03A-PC-S1A-04:I,SR03A-PC-S1A-04:SETI,3,4,18,5.798000e+01
SEXT_,1,SR03A-PC-S2A-05:I,SR03A-PC-S2A-05:SETI,3,5,19,5.911750e+01
SEXT_,1,SR03A-PC-S2B-06:I,SR03A-PC-S2B-06:SETI,3,6,20,6.233350e+01
SEXT_,1,SR03A-PC-S1B-07:I,SR03A-PC-S1B-07:SETI,3,7,21,6.443350e+01
SEXT_,1,SR04A-PC-S1C-01:I,SR04A-PC-S1C-01:SETI,4,1,22,7.417650e+01
SEXT_,1,SR04A-PC-S2C-02:I,SR04A-PC-S2C-02:SETI,4,2,23,7.627650e+01
SEXT_,1,SR04A-PC-S2A-03:I,SR04A-PC-S2A-03:SETI,4,3,24,7.959250e+01
SEXT_,1,SR04A-PC-S1A-04:I,SR04A-PC-S1A-04:SETI,4,4,25,8.063000e+01
SEXT_,1,SR04A-PC-S2A-05:I,SR04A-PC-S2A-05:SETI,4,5,26,8.176750e+01
SEXT_,1,SR04A-PC-S2D-06:I,SR04A-PC-S2D-06:SETI,4,6,27,8.498350e+01
SEXT_,1,SR04A-PC-S1D-07:I,SR04A-PC-S1D-07:SETI,4,7,28,8.708350e+01
SEXT_,1,SR05A-PC-S1D-01:I,SR05A-PC-S1D-01:SETI,5,1,29,9.982650e+01
SEXT_,1,SR05A-PC-S2D-02:I,SR05A-PC-S2D-02:SETI,5,2,30,1.019265e+02
SEXT_,1,SR05A-PC-S2A-03:I,SR05A-PC-S2A-03:SETI,5,3,31,1.052425e+02
SEXT_,1,SR05A-PC-S1A-04:I,SR05A-PC-S1A-04:SETI,5,4,32,1.062800e+02
SEXT_,1,SR05A-PC-S2A-05:I,SR05A-PC-S2A-05:SETI,5,5,33,1.074175e+02
SEXT_,1,SR05A-PC-S2C-06:I,SR05A-PC-S2C-06:SETI,5,6,34,1.106335e+02
SEXT_,1,SR05A-PC-S1C-07:I,SR05A-PC-S1C-07:SETI,5,7,35,1.127335e+02
SEXT_,1,SR06A-PC-S1B-01:I,SR06A-PC-S1B-01:SETI,6,1,36,1.224765e+02
SEXT_,1,SR06A-PC-S2B-02:I,SR06A-PC-S2B-02:SETI,6,2,37,1.245765e+02
SEXT_,1,SR06A-PC-S2A-03:I,SR06A-PC-S2A-03:SETI,6,3,38,1.278925e+02
SEXT_,1,SR06A-PC-S1A-04:I,SR06A-PC-S1A-04:SETI,6,4,39,1.289300e+02
SEXT_,1,SR06A-PC-S2A-05:I,SR06A-PC-S2A-05:SETI,6,5,40,1.300675e+02
SEXT_,1,SR06A-PC-S2B-06:I,SR06A-PC-S2B-06:SETI,6,6,41,1.332835e+02
SEXT_,1,SR06A-PC-S1B-07:I,SR06A-PC-S1B-07:SETI,6,7,42,1.353835e+02
SEXT_,1,SR07A-PC-S1B-01:I,SR07A-PC-S1B-01:SETI,7,1,43,1.451265e+02
SEXT_,1,SR07A-PC-S2B-02:I,SR07A-PC-S2B-02:SETI,7,2,44,1.472265e+02
SEXT_,1,SR07A-PC-S2A-03:I,SR07A-PC-S2A-03:SETI,7,3,45,1.505425e+02
SEXT_,1,SR07A-PC-S1A-04:I,SR07A-PC-S1A-04:SETI,7,4,46,1.515800e+02
SEXT_,1,SR07A-PC-S2A-05:I,SR07A-PC-S2A-05:SETI,7,5,47,1.527175e+02
SEXT_,1,SR07A-PC-S2B-06:I,SR07A-PC-S2B-06:SETI,7,6,48,1.559335e+02
SEXT_,1,SR07A-PC-S1B-07:I,SR07A-PC-S1B-07:SETI,7,7,49,1.580335e+02
SEXT_,1,SR08A-PC-S1C-01:I,SR08A-PC-S1C-01:SETI,8,1,50,1.677765e+02
SEXT_,1,SR08A-PC-S2C-02:I,SR08A-PC-S2C-02:SETI,8,2,51,1.698765e+02
SEXT_,1,SR08A-PC-S2A-03:I,SR08A-PC-S2A-03:SETI,8,3,52,1.731925e+02
SEXT_,1,SR08A-PC-S1A-04:I,SR08A-PC-S1A-04:SETI,8,4,53,1.742300e+02
SEXT_,1,SR08A-PC-S2A-05:I,SR08A-PC-S2A-05:SETI,8,5,54,1.753675e+02
SEXT_,1,SR08A-PC-S2D-06:I,SR08A-PC-S2D-06:SETI,8,6,55,1.785835e+02
SEXT_,1,SR08A-PC-S1D-07:I,SR08A-PC-S1D-07:SETI,8,7,56,1.806835e+02
SEXT_,1,SR09A-PC-S1D-01:I,SR09A-PC-S1D-01:SETI,9,1,57,1.934265e+02
SEXT_,1,SR09A-PC-S2D-02:I,SR09A-PC-S2D-02:SETI,9,2,58,1.955265e+02
SEXT_,1,SR09A-PC-S2A-03:I,SR09A-PC-S2A-03:SETI,9,3,59,1.988425e+02
SEXT_,1,SR09A-PC-S1A-04:I,SR09A-PC-S1A-04:SETI,9,4,60,1.998800e+02
SEXT_,1,SR09A-PC-S2A-05:I,SR09A-PC-S2A-05:SETI,9,5,61,2.010175e+02
SEXT_,1,SR09A-PC-S2C-06:I,SR09A-PC-S2C-06:SETI,9,6,62,2.042335e+02
SEXT_,1,SR09A-PC-S1C-07:I,SR09A-PC-S1C-07:SETI,9,7,63,2.063335e+02
SEXT_,1,SR10A-PC-S1B-01:I,SR10A-PC-S1B-01:SETI,10,1,64,2.160765e+02
SEXT_,1,SR10A-PC-S2B-02:I,SR10A-PC-S2B-02:SETI,10,2,65,2.181765e+02
SEXT_,1,SR10A-PC-S2A-03:I,SR10A-PC-S2A-03:SETI,10,3,66,2.214925e+02
SEXT_,1,SR10A-PC-S1A-04:I,SR10A-PC-S1A-04:SETI,10,4,67,2.225300e+02
SEXT_,1,SR10A-PC-S2A-05:I,SR10A-PC-S2A-05:SETI,10,5,68,2.236675e+02
SEXT_,1,SR10A-PC-S2B-06:I,SR10A-PC-S2B-06:SETI,10,6,69,2.268835e+02
SEXT_,1,SR10A-PC-S1B-07:I,SR10A-PC-S1B-07:SETI,10,7,70,2.289835e+02
SEXT_,1,SR11A-PC-S1B-01:I,SR11A-PC-S1B-01:SETI,11,1,71,2.387265e+02
SEXT_,1,SR11A-PC-S2B-02:I,SR11A-PC-S2B-02:SETI,11,2,72,2.408265e+02
SEXT_,1,SR11A-PC-S2A-03:I,SR11A-PC-S2A-03:SETI,11,3,73,2.441425e+02
SEXT_,1,SR11A-PC-S1A-04:I,SR11A-PC-S1A-04:SETI,11,4,74,2.451800e+02
SEXT_,1,SR11A-PC-S2A-05:I,SR11A-PC-S2A-05:SETI,11,5,75,2.463175e+02
SEXT_,1,SR11A-PC-S2B-06:I,SR11A-PC-S2B-06:SETI,11,6,76,2.495335e+02
SEXT_,1,SR11A-PC-S1B-07:I,SR11A-PC-S1B-07:SETI,11,7,77,2.516335e+02
SEXT_,1,SR12A-PC-S1C-01:I,SR12A-PC-S1C-01:SETI,12,1,78,2.613765e+02
SEXT_,1,SR12A-PC-S2C-02:I,SR12A-PC-S2C-02:SETI,12,2,79,2.634765e+02
SEXT_,1,SR12A-PC-S2A-03:I,SR12A-PC-S2A-03:SETI,12,3,80,2.667925e+02
SEXT_,1,SR12A-PC-S1A-04:I,SR12A-PC-S1A-04:SETI,12,4,81,2.678300e+02
SEXT_,1,SR12A-PC-S2A-05:I,SR12A-PC-S2A-05:SETI,12,5,82,2.689675e+02
SEXT_,1,SR12A-PC-S2D-06:I,SR12A-PC-S2D-06:SETI,12,6,83,2.721835e+02
SEXT_,1,SR12A-PC-S1D-07:I,SR12A-PC-S1D-07:SETI,12,7,84,2.742835e+02
SEXT_,1,SR13A-PC-S1D-01:I,SR13A-PC-S1D-01:SETI,13,1,85,2.870265e+02
SEXT_,1,SR13A-PC-S2D-02:I,SR13A-PC-S2D-02:SETI,13,2,86,2.891265e+02
SEXT_,1,SR13A-PC-S2A-03:I,SR13A-PC-S2A-03:SETI,13,3,87,2.924425e+02
SEXT_,1,SR13A-PC-S1A-04:I,SR13A-PC-S1A-04:SETI,13,4,88,2.934800e+02
SEXT_,1,SR13A-PC-S2A-05:I,SR13A-PC-S2A-05:SETI,13,5,89,2.946175e+02
SEXT_,1,SR13A-PC-S2C-06:I,SR13A-PC-S2C-06:SETI,13,6,90,2.978335e+02
SEXT_,1,SR13A-PC-S1C-07:I,SR13A-PC-S1C-07:SETI,13,7,91,2.999335e+02
SEXT_,1,SR14A-PC-S1B-01:I,SR14A-PC-S1B-01:SETI,14,1,92,3.096765e+02
SEXT_,1,SR14A-PC-S2B-02:I,SR14A-PC-S2B-02:SETI,14,2,93,3.117765e+02
SEXT_,1,SR14A-PC-S2A-03:I,SR14A-PC-S2A-03:SETI,14,3,94,3.150925e+02
SEXT_,1,SR14A-PC-S1A-04:I,SR14A-PC-S1A-04:SETI,14,4,95,3.161300e+02
SEXT_,1,SR14A-PC-S2A-05:I,SR14A-PC-S2A-05:SETI,14,5,96,3.172675e+02
SEXT_,1,SR14A-PC-S2B-06:I,SR14A-PC-S2B-06:SETI,14,6,97,3.204835e+02
SEXT_,1,SR14A-PC-S1B-07:I,SR14A-PC-S1B-07:SETI,14,7,98,3.225835e+02
SEXT_,1,SR15A-PC-S1B-01:I,SR15A-PC-S1B-01:SETI,15,1,99,3.323265e+02
SEXT_,1,SR15A-PC-S2B-02:I,SR15A-PC-S2B-02:SETI,15,2,100,3.344265e+02
SEXT_,1,SR15A-PC-S2A-03:I,SR15A-PC-S2A-03:SETI,15,3,101,3.377425e+02
SEXT_,1,SR15A-PC-S1A-04:I,SR15A-PC-S1A-04:SETI,15,4,102,3.387800e+02
SEXT_,1,SR15A-PC-S2A-05:I,SR15A-PC-S2A-05:SETI,15,5,103,3.399175e+02
SEXT_,1,SR15A-PC-S2B-06:I,SR15A-PC-S2B-06:SETI,15,6,104,3.431335e+02
SEXT_,1,SR15A-PC-S1B-07:I,SR15A-PC-S1B-07:SETI,15,7,105,3.452335e+02
SEXT_,1,SR16A-PC-S1C-01:I,SR16A-PC-S1C-01:SETI,16,1,106,3.549765e+02
SEXT_,1,SR16A-PC-S2C-02:I,SR16A-PC-S2C-02:SETI,16,2,107,3.570765e+02
SEXT_,1,SR16A-PC-S2A-03:I,SR16A-PC-S2A-03:SETI,16,3,108,3.603925e+02
SEXT_,1,SR16A-PC-S1A-04:I,SR16A-PC-S1A-04:SETI,16,4,109,3.614300e+02
SEXT_,1,SR16A-PC-S2A-05:I,SR16A-PC-S2A-05:SETI,16,5,110,3.625675e+02
SEXT_,1,SR16A-PC-S2D-06:I,SR16A-PC-S2D-06:SETI,16,6,111,3.657835e+02
SEXT_,1,SR16A-PC-S1D-07:I,SR16A-PC-S1D-07:SETI,16,7,112,3.678835e+02
SEXT_,1,SR17A-PC-S1D-01:I,SR17A-PC-S1D-01:SETI,17,1,113,3.806265e+02
SEXT_,1,SR17A-PC-S2D-02:I,SR17A-PC-S2D-02:SETI,17,2,114,3.827265e+02
