family,status,readback,setpoint,device1,device2,element,pos
VCM,1,SR08A-PC-VSTR-02:I,SR08A-PC-VSTR-02:SETI,8,2,51,1.701665e+02
VCM,1,SR08A-PC-VSTR-03:I,SR08A-PC-VSTR-03:SETI,8,3,52,1.733825e+02
VCM,1,SR08A-PC-VSTR-04:I,SR08A-PC-VSTR-04:SETI,8,4,53,1.745200e+02
VCM,1,SR08A-PC-VSTR-05:I,SR08A-PC-VSTR-05:SETI,8,5,54,1.755575e+02
VCM,1,SR08A-PC-VSTR-06:I,SR08A-PC-VSTR-06:SETI,8,6,55,1.788735e+02
VCM,1,SR08A-PC-VSTR-07:I,SR08A-PC-VSTR-07:SETI,8,7,56,1.809735e+02
VCM,1,SR09S-PC-VSTR-01:I,SR09S-PC-VSTR-01:SETI,9.500000e+00,1,57,1.859496e+02
VCM,1,SR09S-PC-VSTR-02:I,SR09S-PC-VSTR-02:SETI,9.500000e+00,2,58,1.883732e+02
VCM,1,SR09A-PC-VSTR-01:I,SR09A-PC-VSTR-01:SETI,9,1,59,1.937165e+02
VCM,1,SR09A-PC-VSTR-02:I,SR09A-PC-VSTR-02:SETI,9,2,60,1.958165e+02
VCM,1,SR09A-PC-VSTR-03:I,SR09A-PC-VSTR-03:SETI,9,3,61,1.990325e+02
VCM,1,SR09A-PC-VSTR-04:I,SR09A-PC-VSTR-04:SETI,9,4,62,2.001700e+02
VCM,1,SR09A-PC-VSTR-05:I,SR09A-PC-VSTR-05:SETI,9,5,63,2.012075e+02
VCM,1,SR09A-PC-VSTR-06:I,SR09A-PC-VSTR-06:SETI,9,6,64,2.045235e+02
VCM,1,SR09A-PC-VSTR-07:I,SR09A-PC-VSTR-07:SETI,9,7,65,2.066235e+02
VCM,1,SR10A-PC-VSTR-01:I,SR10A-PC-VSTR-01:SETI,10,1,66,2.163665e+02
VCM,1,SR10A-PC-VSTR-02:I,SR10A-PC-VSTR-02:SETI,10,2,67,2.184665e+02
VCM,1,SR10A-PC-VSTR-03:I,SR10A-PC-VSTR-03:SETI,10,3,68,2.216825e+02
VCM,1,SR10A-PC-VSTR-04:I,SR10A-PC-VSTR-04:SETI,10,4,69,2.228200e+02
VCM,1,SR10A-PC-VSTR-05:I,SR10A-PC-VSTR-05:SETI,10,5,70,2.238575e+02
VCM,1,SR10A-PC-VSTR-06:I,SR10A-PC-VSTR-06:SETI,10,6,71,2.271735e+02
VCM,1,SR10A-PC-VSTR-07:I,SR10A-PC-VSTR-07:SETI,10,7,72,2.292735e+02
VCM,1,SR11A-PC-VSTR-01:I,SR11A-PC-VSTR-01:SETI,11,1,73,2.390165e+02
VCM,1,SR11A-PC-VSTR-02:I,SR11A-PC-VSTR-02:SETI,11,2,74,2.411165e+02
VCM,1,SR11A-PC-VSTR-03:I,SR11A-PC-VSTR-03:SETI,11,3,75,2.443325e+02
VCM,1,SR11A-PC-VSTR-04:I,SR11A-PC-VSTR-04:SETI,11,4,76,2.454700e+02
VCM,1,SR11A-PC-VSTR-05:I,SR11A-PC-VSTR-05:SETI,11,5,77,2.465075e+02
VCM,1,SR11A-PC-VSTR-06:I,SR11A-PC-VSTR-06:SETI,11,6,78,2.498235e+02
VCM,1,SR11A-PC-VSTR-07:I,SR11A-PC-VSTR-07:SETI,11,7,79,2.519235e+02
VCM,1,SR12A-PC-VSTR-01:I,SR12A-PC-VSTR-01:SETI,12,1,80,2.616665e+02
VCM,1,SR12A-PC-VSTR-02:I,SR12A-PC-VSTR-02:SETI,12,2,81,2.637665e+02
VCM,1,SR12A-PC-VSTR-03:I,SR12A-PC-VSTR-03:SETI,12,3,82,2.669825e+02
VCM,1,SR12A-PC-VSTR-04:I,SR12A-PC-VSTR-04:SETI,12,4,83,2.681200e+02
VCM,1,SR12A-PC-VSTR-05:I,SR12A-PC-VSTR-05:SETI,12,5,84,2.691575e+02
VCM,1,SR12A-PC-VSTR-06:I,SR12A-PC-VSTR-06:SETI,12,6,85,2.724735e+02
VCM,1,SR12A-PC-VSTR-07:I,SR12A-PC-VSTR-07:SETI,12,7,86,2.745735e+02
VCM,1,SR13S-PC-VSTR-01:I,SR13S-PC-VSTR-01:SETI,1.350000e+01,1,87,2.795492e+02
VCM,1,SR13S-PC-VSTR-02:I,SR13S-PC-VSTR-02:SETI,1.350000e+01,2,88,2.819736e+02
VCM,1,SR13A-PC-VSTR-01:I,SR13A-PC-VSTR-01:SETI,13,1,89,2.873165e+02
VCM,1,SR13A-PC-VSTR-02:I,SR13A-PC-VSTR-02:SETI,13,2,90,2.894165e+02
VCM,1,SR13A-PC-VSTR-03:I,SR13A-PC-VSTR-03:SETI,13,3,91,2.926325e+02
VCM,1,SR13A-PC-VSTR-04:I,SR13A-PC-VSTR-04:SETI,13,4,92,2.937700e+02
VCM,1,SR13A-PC-VSTR-05:I,SR13A-PC-VSTR-05:SETI,13,5,93,2.948075e+02
VCM,1,SR13A-PC-VSTR-06:I,SR13A-PC-VSTR-06:SETI,13,6,94,2.981235e+02
VCM,1,SR13A-PC-VSTR-07:I,SR13A-PC-VSTR-07:SETI,13,7,95,3.002235e+02
VCM,1,SR14A-PC-VSTR-01:I,SR14A-PC-VSTR-01:SETI,14,1,96,3.099665e+02
VCM,1,SR14A-PC-VSTR-02:I,SR14A-PC-VSTR-02:SETI,14,2,97,3.120665e+02
VCM,1,SR14A-PC-VSTR-03:I,SR14A-PC-VSTR-03:SETI,14,3,98,3.152825e+02
VCM,1,SR14A-PC-VSTR-04:I,SR14A-PC-VSTR-04:SETI,14,4,99,3.164200e+02
VCM,1,SR14A-PC-VSTR-05:I,SR14A-PC-VSTR-05:SETI,14,5,100,3.174575e+02
VCM,1,SR14A-PC-VSTR-06:I,SR14A-PC-VSTR-06:SETI,14,6,101,3.207735e+02
VCM,1,SR14A-PC-VSTR-07:I,SR14A-PC-VSTR-07:SETI,14,7,102,3.228735e+02
VCM,1,SR15A-PC-VSTR-01:I,SR15A-PC-VSTR-01:SETI,15,1,103,3.326165e+02
VCM,1,SR15A-PC-VSTR-02:I,SR15A-PC-VSTR-02:SETI,15,2,104,3.347165e+02
VCM,1,SR15A-PC-VSTR-03:I,SR15A-PC-VSTR-03:SETI,15,3,105,3.379325e+02
VCM,1,SR15A-PC-VSTR-04:I,SR15A-PC-VSTR-04:SETI,15,4,106,3.390700e+02
VCM,1,SR15A-PC-VSTR-05:I,SR15A-PC-VSTR-05:SETI,15,5,107,3.401075e+02
VCM,1,SR15A-PC-VSTR-06:I,SR15A-PC-VSTR-06:SETI,15,6,108,3.434235e+02
VCM,1,SR15A-PC-VSTR-07:I,SR15A-PC-VSTR-07:SETI,15,7,109,3.455235e+02
VCM,1,SR16A-PC-VSTR-01:I,SR16A-PC-VSTR-01:SETI,16,1,110,3.552665e+02
VCM,1,SR16A-PC-VSTR-02:I,SR16A-PC-VSTR-02:SETI,16,2,111,3.573665e+02
VCM,1,SR16A-PC-VSTR-03:I,SR16A-PC-VSTR-03:SETI,16,3,112,3.605825e+02
VCM,1,SR16A-PC-VSTR-04:I,SR16A-PC-VSTR-04:SETI,16,4,113,3.617200e+02
VCM,1,SR16A-PC-VSTR-05:I,SR16A-PC-VSTR-05:SETI,16,5,114,3.627575e+02
VCM,1,SR16A-PC-VSTR-06:I,SR16A-PC-VSTR-06:SETI,16,6,115,3.660735e+02
VCM,1,SR16A-PC-VSTR-07:I,SR16A-PC-VSTR-07:SETI,16,7,116,3.681735e+02
VCM,1,SR17A-PC-VSTR-01:I,SR17A-PC-VSTR-01:SETI,17,1,117,3.809165e+02
VCM,1,SR17A-PC-VSTR-02:I,SR17A-PC-VSTR-02:SETI,17,2,118,3.830165e+02
VCM,1,SR17A-PC-VSTR-03:I,SR17A-PC-VSTR-03:SETI,17,3,119,3.862325e+02
VCM,1,SR17A-PC-VSTR-04:I,SR17A-PC-VSTR-04:SETI,17,4,120,3.873700e+02
VCM,1,SR17A-PC-VSTR-05:I,SR17A-PC-VSTR-05:SETI,17,5,121,3.884075e+02
VCM,1,SR17A-PC-VSTR-06:I,SR17A-PC-VSTR-06:SETI,17,6,122,3.917235e+02
VCM,1,SR17A-PC-VSTR-07:I,SR17A-PC-VSTR-07:SETI,17,7,123,3.938235e+02
VCM,1,SR18A-PC-VSTR-01:I,SR18A-PC-VSTR-01:SETI,18,1,124,4.035665e+02
VCM,1,SR18A-PC-VSTR-02:I,SR18A-PC-VSTR-02:SETI,18,2,125,4.056665e+02
VCM,1,SR18A-PC-VSTR-03:I,SR18A-PC-VSTR-03:SETI,18,3,126,4.088825e+02
VCM,1,SR18A-PC-VSTR-04:I,SR18A-PC-VSTR-04:SETI,18,4,127,4.100200e+02
VCM,1,SR18A-PC-VSTR-05:I,SR18A-PC-VSTR-05:SETI,18,5,128,4.110575e+02
VCM,1,SR18A-PC-VSTR-06:I,SR18A-PC-VSTR-06:SETI,18,6,129,4.143735e+02
VCM,1,SR18A-PC-VSTR-07:I,SR18A-PC-VSTR-07:SETI,18,7,130,4.164735e+02
VCM,1,SR19A-PC-VSTR-01:I,SR19A-PC-VSTR-01:SETI,19,1,131,4.262165e+02
VCM,1,SR19A-PC-VSTR-02:I,SR19A-PC-VSTR-02:SETI,19,2,132,4.283165e+02
VCM,1,SR19A-PC-VSTR-03:I,SR19A-PC-VSTR-03:SETI,19,3,133,4.315325e+02
VCM,1,SR19A-PC-VSTR-04:I,SR19A-PC-VSTR-04:SETI,19,4,134,4.326700e+02
VCM,1,SR19A-PC-VSTR-05:I,SR19A-PC-VSTR-05:SETI,19,5,135,4.337075e+02
VCM,1,SR19A-PC-VSTR-06:I,SR19A-PC-VSTR-06:SETI,19,6,136,4.370235e+02
VCM,1,SR19A-PC-VSTR-07:I,SR19A-PC-VSTR-07:SETI,19,7,137,4.391235e+02
VCM,1,SR20A-PC-VSTR-01:I,SR20A-PC-VSTR-01:SETI,20,1,138,4.488665e+02
VCM,1,SR20A-PC-VSTR-02:I,SR20A-PC-VSTR-02:SETI,20,2,139,4.509665e+02
VCM,1,SR20A-PC-VSTR-03:I,SR20A-PC-VSTR-03:SETI,20,3,140,4.541825e+02
VCM,1,SR20A-PC-VSTR-04:I,SR20A-PC-VSTR-04:SETI,20,4,141,4.553200e+02
VCM,1,SR20A-PC-VSTR-05:I,SR20A-PC-VSTR-05:SETI,20,5,142,4.563575e+02
VCM,1,SR20A-PC-VSTR-06:I,SR20A-PC-VSTR-06:SETI,20,6,143,4.596735e+02
VCM,1,SR20A-PC-VSTR-07:I,SR20A-PC-VSTR-07:SETI,20,7,144,4.617735e+02
VCM,1,SR21A-PC-VSTR-01:I,SR21A-PC-VSTR-01:SETI,21,1,145,4.745165e+02
VCM,1,SR21A-PC-VSTR-02:I,SR21A-PC-VSTR-02:SETI,21,2,146,4.766165e+02
VCM,1,SR21A-PC-VSTR-03:I,SR21A-PC-VSTR-03:SETI,21,3,147,4.798325e+02
VCM,1,SR21A-PC-VSTR-04:I,SR21A-PC-VSTR-04:SETI,21,4,148,4.809700e+02
VCM,1,SR21A-PC-VSTR-05:I,SR21A-PC-VSTR-05:SETI,21,5,149,4.820075e+02
VCM,1,SR21A-PC-VSTR-06:I,SR21A-PC-VSTR-06:SETI,21,6,150,4.853235e+02
VCM,1,SR21A-PC-VSTR-07:I,SR21A-PC-VSTR-07:SETI,21,7,151,4.874235e+02
VCM,1,SR22A-PC-VSTR-01:I,SR22A-PC-VSTR-01:SETI,22,1,152,4.971665e+02
VCM,1,SR22A-PC-VSTR-02:I,SR22A-PC-VSTR-02:SETI,22,2,153,4.992665e+02
VCM,1,SR22A-PC-VSTR-03:I,SR22A-PC-VSTR-03:SETI,22,3,154,5.024825e+02
VCM,1,SR22A-PC-VSTR-04:I,SR22A-PC-VSTR-04:SETI,22,4,155,5.036200e+02
VCM,1,SR22A-PC-VSTR-05:I,SR22A-PC-VSTR-05:SETI,22,5,156,5.046575e+02
VCM,1,SR22A-PC-VSTR-06:I,SR22A-PC-VSTR-06:SETI,22,6,157,5.079735e+02
VCM,1,SR22A-PC-VSTR-07:I,SR22A-PC-VSTR-07:SETI,22,7,158,5.100735e+02
VCM,1,SR23A-PC-VSTR-01:I,SR23A-PC-VSTR-01:SETI,23,1,159,5.198165e+02
VCM,1,SR23A-PC-VSTR-02:I,SR23A-PC-VSTR-02:SETI,23,2,160,5.219165e+02
VCM,1,SR23A-PC-VSTR-03:I,SR23A-PC-VSTR-03:SETI,23,3,161,5.251325e+02
VCM,1,SR23A-PC-VSTR-04:I,SR23A-PC-VSTR-04:SETI,23,4,162,5.262700e+02
VCM,1,SR23A-PC-VSTR-05:I,SR23A-PC-VSTR-05:SETI,23,5,163,5.273075e+02
VCM,1,SR23A-PC-VSTR-06:I,SR23A-PC-VSTR-06:SETI,23,6,164,5.306235e+02
VCM,1,SR23A-PC-VSTR-07:I,SR23A-PC-VSTR-07:SETI,23,7,165,5.327235e+02
VCM,1,SR24A-PC-VSTR-01:I,SR24A-PC-VSTR-01:SETI,24,1,166,5.424665e+02
VCM,1,SR24A-PC-VSTR-02:I,SR24A-PC-VSTR-02:SETI,24,2,167,5.445665e+02
VCM,1,SR24A-PC-VSTR-03:I,SR24A-PC-VSTR-03:SETI,24,3,168,5.477825e+02
VCM,1,SR24A-PC-VSTR-04:I,SR24A-PC-VSTR-04:SETI,24,4,169,5.489200e+02
VCM,1,SR24A-PC-VSTR-05:I,SR24A-PC-VSTR-05:SETI,24,5,170,5.499575e+02
VCM,1,SR24A-PC-VSTR-06:I,SR24A-PC-VSTR-06:SETI,24,6,171,5.532735e+02
VCM,1,SR24A-PC-VSTR-07:I,SR24A-PC-VSTR-07:SETI,24,7,172,5.553735e+02
QUAD_,1,SR01A-PC-Q1D-01:I,SR01A-PC-Q1D-01:SETI,1,1,1,5.668300e+00
QUAD_,1,SR01A-PC-Q2D-02:I,SR01A-PC-Q2D-02:SETI,1,2,2,6.753350e+00
QUAD_,1,SR01A-PC-Q3D-03:I,SR01A-PC-Q3D-03:SETI,1,3,3,7.818000e+00
QUAD_,1,SR01A-PC-Q2AD-04:I,SR01A-PC-Q2AD-04:SETI,1,4,4,1.080930e+01
QUAD_,1,SR01A-PC-Q1AD-05:I,SR01A-PC-Q1AD-05:SETI,1,5,5,1.203270e+01
QUAD_,1,SR01A-PC-Q1AB-06:I,SR01A-PC-Q1AB-06:SETI,1,6,6,1.320970e+01
QUAD_,1,SR01A-PC-Q2AB-07:I,SR01A-PC-Q2AB-07:SETI,1,7,7,1.443430e+01
QUAD_,1,SR01A-PC-Q3B-08:I,SR01A-PC-Q3B-08:SETI,1,8,8,1.752500e+01
QUAD_,1,SR01A-PC-Q2B-09:I,SR01A-PC-Q2B-09:SETI,1,9,9,1.829035e+01
QUAD_,1,SR01A-PC-Q1B-10:I,SR01A-PC-Q1B-10:SETI,1,10,10,1.957530e+01
QUAD_,1,SR02A-PC-Q1B-01:I,SR02A-PC-Q1B-01:SETI,2,1,11,2.831830e+01
QUAD_,1,SR02A-PC-Q2B-02:I,SR02A-PC-Q2B-02:SETI,2,2,12,2.940335e+01
QUAD_,1,SR02A-PC-Q3B-03:I,SR02A-PC-Q3B-03:SETI,2,3,13,3.046800e+01
QUAD_,1,SR02A-PC-Q2AB-04:I,SR02A-PC-Q2AB-04:SETI,2,4,14,3.345930e+01
QUAD_,1,SR02A-PC-Q1AB-05:I,SR02A-PC-Q1AB-05:SETI,2,5,15,3.468270e+01
QUAD_,1,SR02A-PC-Q1AB-06:I,SR02A-PC-Q1AB-06:SETI,2,6,16,3.585970e+01
QUAD_,1,SR02A-PC-Q2AB-07:I,SR02A-PC-Q2AB-07:SETI,2,7,17,3.708430e+01
QUAD_,1,SR02A-PC-Q3B-08:I,SR02A-PC-Q3B-08:SETI,2,8,18,4.017500e+01
QUAD_,1,SR02A-PC-Q2B-09:I,SR02A-PC-Q2B-09:SETI,2,9,19,4.094035e+01
QUAD_,1,SR02A-PC-Q1B-10:I,SR02A-PC-Q1B-10:SETI,2,10,20,4.222530e+01
QUAD_,1,SR03A-PC-Q1B-01:I,SR03A-PC-Q1B-01:SETI,3,1,21,5.096830e+01
QUAD_,1,SR03A-PC-Q2B-02:I,SR03A-PC-Q2B-02:SETI,3,2,22,5.205335e+01
QUAD_,1,SR03A-PC-Q3B-03:I,SR03A-PC-Q3B-03:SETI,3,3,23,5.311800e+01
QUAD_,1,SR03A-PC-Q2AB-04:I,SR03A-PC-Q2AB-04:SETI,3,4,24,5.610930e+01
QUAD_,1,SR03A-PC-Q1AB-05:I,SR03A-PC-Q1AB-05:SETI,3,5,25,5.733270e+01
QUAD_,1,SR03A-PC-Q1AB-06:I,SR03A-PC-Q1AB-06:SETI,3,6,26,5.850970e+01
QUAD_,1,SR03A-PC-Q2AB-07:I,SR03A-PC-Q2AB-07:SETI,3,7,27,5.973430e+01
QUAD_,1,SR03A-PC-Q3B-08:I,SR03A-PC-Q3B-08:SETI,3,8,28,6.282500e+01
QUAD_,1,SR03A-PC-Q2B-09:I,SR03A-PC-Q2B-09:SETI,3,9,29,6.359035e+01
QUAD_,1,SR03A-PC-Q1B-10:I,SR03A-PC-Q1B-10:SETI,3,10,30,6.487530e+01
QUAD_,1,SR04A-PC-Q1B-01:I,SR04A-PC-Q1B-01:SETI,4,1,31,7.361830e+01
QUAD_,1,SR04A-PC-Q2B-02:I,SR04A-PC-Q2B-02:SETI,4,2,32,7.470335e+01
QUAD_,1,SR04A-PC-Q3B-03:I,SR04A-PC-Q3B-03:SETI,4,3,33,7.576800e+01
QUAD_,1,SR04A-PC-Q2AB-04:I,SR04A-PC-Q2AB-04:SETI,4,4,34,7.875930e+01
QUAD_,1,SR04A-PC-Q1AB-05:I,SR04A-PC-Q1AB-05:SETI,4,5,35,7.998270e+01
QUAD_,1,SR04A-PC-Q1AD-06:I,SR04A-PC-Q1AD-06:SETI,4,6,36,8.115970e+01
QUAD_,1,SR04A-PC-Q2AD-07:I,SR04A-PC-Q2AD-07:SETI,4,7,37,8.238430e+01
QUAD_,1,SR04A-PC-Q3D-08:I,SR04A-PC-Q3D-08:SETI,4,8,38,8.547500e+01
QUAD_,1,SR04A-PC-Q2D-09:I,SR04A-PC-Q2D-09:SETI,4,9,39,8.624035e+01
QUAD_,1,SR04A-PC-Q1D-10:I,SR04A-PC-Q1D-10:SETI,4,10,40,8.752530e+01
QUAD_,1,SR05A-PC-Q1D-01:I,SR05A-PC-Q1D-01:SETI,5,1,41,9.926830e+01
QUAD_,1,SR05A-PC-Q2D-02:I,SR05A-PC-Q2D-02:SETI,5,2,42,1.003533e+02
QUAD_,1,SR05A-PC-Q3D-03:I,SR05A-PC-Q3D-03:SETI,5,3,43,1.014180e+02
QUAD_,1,SR05A-PC-Q2AD-04:I,SR05A-PC-Q2AD-04:SETI,5,4,44,1.044093e+02
QUAD_,1,SR05A-PC-Q1AD-05:I,SR05A-PC-Q1AD-05:SETI,5,5,45,1.056327e+02
QUAD_,1,SR05A-PC-Q1AB-06:I,SR05A-PC-Q1AB-06:SETI,5,6,46,1.068097e+02
QUAD_,1,SR05A-PC-Q2AB-07:I,SR05A-PC-Q2AB-07:SETI,5,7,47,1.080343e+02
QUAD_,1,SR05A-PC-Q3B-08:I,SR05A-PC-Q3B-08:SETI,5,8,48,1.111250e+02
QUAD_,1,SR05A-PC-Q2B-09:I,SR05A-PC-Q2B-09:SETI,5,9,49,1.118903e+02
QUAD_,1,SR05A-PC-Q1B-10:I,SR05A-PC-Q1B-10:SETI,5,10,50,1.131753e+02
QUAD_,1,SR06A-PC-Q1B-01:I,SR06A-PC-Q1B-01:SETI,6,1,51,1.219183e+02
QUAD_,1,SR06A-PC-Q2B-02:I,SR06A-PC-Q2B-02:SETI,6,2,52,1.230034e+02
QUAD_,1,SR06A-PC-Q3B-03:I,SR06A-PC-Q3B-03:SETI,6,3,53,1.240680e+02
QUAD_,1,SR06A-PC-Q2AB-04:I,SR06A-PC-Q2AB-04:SETI,6,4,54,1.270593e+02
QUAD_,1,SR06A-PC-Q1AB-05:I,SR06A-PC-Q1AB-05:SETI,6,5,55,1.282827e+02
QUAD_,1,SR06A-PC-Q1AB-06:I,SR06A-PC-Q1AB-06:SETI,6,6,56,1.294597e+02
QUAD_,1,SR06A-PC-Q2AB-07:I,SR06A-PC-Q2AB-07:SETI,6,7,57,1.306843e+02
QUAD_,1,SR06A-PC-Q3B-08:I,SR06A-PC-Q3B-08:SETI,6,8,58,1.337750e+02
QUAD_,1,SR06A-PC-Q2B-09:I,SR06A-PC-Q2B-09:SETI,6,9,59,1.345403e+02
QUAD_,1,SR06A-PC-Q1B-10:I,SR06A-PC-Q1B-10:SETI,6,10,60,1.358253e+02
QUAD_,1,SR07A-PC-Q1B-01:I,SR07A-PC-Q1B-01:SETI,7,1,61,1.445683e+02
QUAD_,1,SR07A-PC-Q2B-02:I,SR07A-PC-Q2B-02:SETI,7,2,62,1.456534e+02
QUAD_,1,SR07A-PC-Q3B-03:I,SR07A-PC-Q3B-03:SETI,7,3,63,1.467180e+02
QUAD_,1,SR07A-PC-Q2AB-04:I,SR07A-PC-Q2AB-04:SETI,7,4,64,1.497093e+02
QUAD_,1,SR07A-PC-Q1AB-05:I,SR07A-PC-Q1AB-05:SETI,7,5,65,1.509327e+02
QUAD_,1,SR07A-PC-Q1AB-06:I,SR07A-PC-Q1AB-06:SETI,7,6,66,1.521097e+02
QUAD_,1,SR07A-PC-Q2AB-07:I,SR07A-PC-Q2AB-07:SETI,7,7,67,1.533343e+02
QUAD_,1,SR07A-PC-Q3B-08:I,SR07A-PC-Q3B-08:SETI,7,8,68,1.564250e+02
QUAD_,1,SR07A-PC-Q2B-09:I,SR07A-PC-Q2B-09:SETI,7,9,69,1.571903e+02
QUAD_,1,SR07A-PC-Q1B-10:I,SR07A-PC-Q1B-10:SETI,7,10,70,1.584753e+02
QUAD_,1,SR08A-PC-Q1B-01:I,SR08A-PC-Q1B-01:SETI,8,1,71,1.672183e+02
QUAD_,1,SR08A-PC-Q2B-02:I,SR08A-PC-Q2B-02:SETI,8,2,72,1.683033e+02
QUAD_,1,SR08A-PC-Q3B-03:I,SR08A-PC-Q3B-03:SETI,8,3,73,1.693680e+02
QUAD_,1,SR08A-PC-Q2AB-04:I,SR08A-PC-Q2AB-04:SETI,8,4,74,1.723593e+02
QUAD_,1,SR08A-PC-Q1AB-05:I,SR08A-PC-Q1AB-05:SETI,8,5,75,1.735827e+02
QUAD_,1,SR08A-PC-Q1AD-06:I,SR08A-PC-Q1AD-06:SETI,8,6,76,1.747597e+02
QUAD_,1,SR08A-PC-Q2AD-07:I,SR08A-PC-Q2AD-07:SETI,8,7,77,1.759843e+02
QUAD_,1,SR08A-PC-Q3D-08:I,SR08A-PC-Q3D-08:SETI,8,8,78,1.790750e+02
QUAD_,1,SR08A-PC-Q2D-09:I,SR08A-PC-Q2D-09:SETI,8,9,79,1.798403e+02
QUAD_,1,SR08A-PC-Q1D-10:I,SR08A-PC-Q1D-10:SETI,8,10,80,1.811253e+02
QUAD_,1,SR08A-PC-QUADF-01:I,SR08A-PC-QUADF-01:SETI,9.500000e+00,1,81,1.818200e+02
QUAD_,1,SR09S-PC-QUADD-02:I,SR09S-PC-QUADD-02:SETI,9.500000e+00,2,82,1.869997e+02
QUAD_,1,SR09S-PC-QUADF-03:I,SR09S-PC-QUADF-03:SETI,9.500000e+00,3,83,1.877997e+02
QUAD_,1,SR09A-PC-QUADF-04:I,SR09A-PC-QUADF-04:SETI,9.500000e+00,4,84,1.923715e+02
QUAD_,1,SR09A-PC-Q1D-01:I,SR09A-PC-Q1D-01:SETI,9,1,85,1.928683e+02
QUAD_,1,SR09A-PC-Q2D-02:I,SR09A-PC-Q2D-02:SETI,9,2,86,1.939533e+02
QUAD_,1,SR09A-PC-Q3D-03:I,SR09A-PC-Q3D-03:SETI,9,3,87,1.950180e+02
QUAD_,1,SR09A-PC-Q2AD-04:I,SR09A-PC-Q2AD-04:SETI,9,4,88,1.980093e+02
QUAD_,1,SR09A-PC-Q1AD-05:I,SR09A-PC-Q1AD-05:SETI,9,5,89,1.992327e+02
QUAD_,1,SR09A-PC-Q1AB-06:I,SR09A-PC-Q1AB-06:SETI,9,6,90,2.004097e+02
QUAD_,1,SR09A-PC-Q2AB-07:I,SR09A-PC-Q2AB-07:SETI,9,7,91,2.016343e+02
QUAD_,1,SR09A-PC-Q3B-08:I,SR09A-PC-Q3B-08:SETI,9,8,92,2.047250e+02
QUAD_,1,SR09A-PC-Q2B-09:I,SR09A-PC-Q2B-09:SETI,9,9,93,2.054903e+02
QUAD_,1,SR09A-PC-Q1B-10:I,SR09A-PC-Q1B-10:SETI,9,10,94,2.067753e+02
QUAD_,1,SR10A-PC-Q1B-01:I,SR10A-PC-Q1B-01:SETI,10,1,95,2.155183e+02
QUAD_,1,SR10A-PC-Q2B-02:I,SR10A-PC-Q2B-02:SETI,10,2,96,2.166033e+02
QUAD_,1,SR10A-PC-Q3B-03:I,SR10A-PC-Q3B-03:SETI,10,3,97,2.176680e+02
QUAD_,1,SR10A-PC-Q2AB-04:I,SR10A-PC-Q2AB-04:SETI,10,4,98,2.206593e+02
QUAD_,1,SR10A-PC-Q1AB-05:I,SR10A-PC-Q1AB-05:SETI,10,5,99,2.218827e+02
QUAD_,1,SR10A-PC-Q1AB-06:I,SR10A-PC-Q1AB-06:SETI,10,6,100,2.230597e+02
QUAD_,1,SR10A-PC-Q2AB-07:I,SR10A-PC-Q2AB-07:SETI,10,7,101,2.242843e+02
QUAD_,1,SR10A-PC-Q3B-08:I,SR10A-PC-Q3B-08:SETI,10,8,102,2.273750e+02
QUAD_,1,SR10A-PC-Q2B-09:I,SR10A-PC-Q2B-09:SETI,10,9,103,2.281403e+02
QUAD_,1,SR10A-PC-Q1B-10:I,SR10A-PC-Q1B-10:SETI,10,10,104,2.294253e+02
QUAD_,1,SR11A-PC-Q1B-01:I,SR11A-PC-Q1B-01:SETI,11,1,105,2.381683e+02
QUAD_,1,SR11A-PC-Q2B-02:I,SR11A-PC-Q2B-02:SETI,11,2,106,2.392533e+02
QUAD_,1,SR11A-PC-Q3B-03:I,SR11A-PC-Q3B-03:SETI,11,3,107,2.403180e+02
QUAD_,1,SR11A-PC-Q2AB-04:I,SR11A-PC-Q2AB-04:SETI,11,4,108,2.433093e+02
QUAD_,1,SR11A-PC-Q1AB-05:I,SR11A-PC-Q1AB-05:SETI,11,5,109,2.445327e+02
QUAD_,1,SR11A-PC-Q1AB-06:I,SR11A-PC-Q1AB-06:SETI,11,6,110,2.457097e+02
QUAD_,1,SR11A-PC-Q2AB-07:I,SR11A-PC-Q2AB-07:SETI,11,7,111,2.469343e+02
QUAD_,1,SR11A-PC-Q3B-08:I,SR11A-PC-Q3B-08:SETI,11,8,112,2.500250e+02
QUAD_,1,SR11A-PC-Q2B-09:I,SR11A-PC-Q2B-09:SETI,11,9,113,2.507903e+02
QUAD_,1,SR11A-PC-Q1B-10:I,SR11A-PC-Q1B-10:SETI,11,10,114,2.520753e+02
QUAD_,1,SR12A-PC-Q1B-01:I,SR12A-PC-Q1B-01:SETI,12,1,115,2.608183e+02
QUAD_,1,SR12A-PC-Q2B-02:I,SR12A-PC-Q2B-02:SETI,12,2,116,2.619033e+02
QUAD_,1,SR12A-PC-Q3B-03:I,SR12A-PC-Q3B-03:SETI,12,3,117,2.629680e+02
QUAD_,1,SR12A-PC-Q2AB-04:I,SR12A-PC-Q2AB-04:SETI,12,4,118,2.659593e+02
QUAD_,1,SR12A-PC-Q1AB-05:I,SR12A-PC-Q1AB-05:SETI,12,5,119,2.671827e+02
QUAD_,1,SR12A-PC-Q1AD-06:I,SR12A-PC-Q1AD-06:SETI,12,6,120,2.683597e+02
